"","czone","IND","variable","HH","forecast","czonename"
"567","37400","33","2034",93829,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"568","37500","33","2034",195134,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"569","37700","33","2034",25458,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"570","37800","33","2034",227173,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"571","38000","33","2034",134528,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"572","38100","33","2034",2851,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"573","38200","33","2034",22321,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"574","38300","33","2034",939141,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"575","36600","42","2034",787,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"576","36700","42","2034",1047,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"577","37000","42","2034",15005,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"578","37100","42","2034",10513,"Ind Industry Forecast","Bakersfield, CA Metro "
"579","37200","42","2034",13732,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"580","37300","42","2034",1199,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"581","37400","42","2034",35602,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"582","37500","42","2034",30066,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"583","37700","42","2034",7533,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"584","37800","42","2034",47603,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"585","38000","42","2034",44810,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"586","38100","42","2034",2895,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"587","38200","42","2034",6558,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"588","38300","42","2034",347771,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"589","36600","44","2034",11120,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"590","36700","44","2034",9289,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"591","37000","44","2034",50620,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"592","37100","44","2034",42784,"Ind Industry Forecast","Bakersfield, CA Metro "
"593","37200","44","2034",38617,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"594","37300","44","2034",16445,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"595","37400","44","2034",180069,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"596","37500","44","2034",130688,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"597","37700","44","2034",35337,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"598","37800","44","2034",341003,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"599","38000","44","2034",201206,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"600","38100","44","2034",10385,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"601","38200","44","2034",45931,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"602","38300","44","2034",1096069,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"603","36600","48","2034",3508,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"604","36700","48","2034",1242,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"605","37000","48","2034",20444,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"606","37100","48","2034",16455,"Ind Industry Forecast","Bakersfield, CA Metro "
"607","37200","48","2034",15060,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"608","37300","48","2034",3731,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"609","37400","48","2034",65389,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"610","37500","48","2034",33612,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"611","37700","48","2034",6802,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"612","37800","48","2034",125482,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"613","38000","48","2034",49190,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"614","38100","48","2034",4192,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"615","38200","48","2034",12181,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"616","38300","48","2034",404870,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"617","36600","51","2034",1348,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"618","36700","51","2034",671,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"619","37000","51","2034",4248,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"620","37100","51","2034",4116,"Ind Industry Forecast","Bakersfield, CA Metro "
"621","37200","51","2034",4312,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"622","37300","51","2034",1486,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"623","37400","51","2034",36331,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"624","37500","51","2034",90668,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"625","37700","51","2034",4792,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"626","37800","51","2034",107209,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"627","38000","51","2034",40459,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"628","38100","51","2034",1476,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"629","38200","51","2034",6387,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"630","38300","51","2034",361107,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"631","36600","52","2034",3799,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"632","36700","52","2034",1978,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"633","37000","52","2034",11532,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"634","37100","52","2034",7817,"Ind Industry Forecast","Bakersfield, CA Metro "
"635","37200","52","2034",10663,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"636","37300","52","2034",3995,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"637","37400","52","2034",79511,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"638","37500","52","2034",38465,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"639","37700","52","2034",12689,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"640","37800","52","2034",166746,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"641","38000","52","2034",67094,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"642","38100","52","2034",2731,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"643","38200","52","2034",12407,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"644","38300","52","2034",429213,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"645","36600","53","2034",1764,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"646","36700","53","2034",1120,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"647","37000","53","2034",6009,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"648","37100","53","2034",5418,"Ind Industry Forecast","Bakersfield, CA Metro "
"649","37200","53","2034",5216,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"650","37300","53","2034",2395,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"651","37400","53","2034",39269,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"652","37500","53","2034",29676,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"653","37700","53","2034",5920,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"654","37800","53","2034",72899,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"655","38000","53","2034",45663,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"656","38100","53","2034",922,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"657","38200","53","2034",9162,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"658","38300","53","2034",240719,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"659","36600","54","2034",9091,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"660","36700","54","2034",6300,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"661","37000","54","2034",34224,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"662","37100","54","2034",29873,"Ind Industry Forecast","Bakersfield, CA Metro "
"663","37200","54","2034",27692,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"664","37300","54","2034",12918,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"665","37400","54","2034",178277,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"666","37500","54","2034",266805,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"667","37700","54","2034",34660,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"668","37800","54","2034",577621,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"669","38000","54","2034",266569,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"670","38100","54","2034",3108,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"671","38200","54","2034",43422,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"672","38300","54","2034",1245205,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"673","37000","55","2034",1187,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"674","37200","55","2034",1499,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"675","37300","55","2034",450,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"676","37400","55","2034",6699,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"677","37500","55","2034",7593,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"678","37700","55","2034",1014,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"679","37800","55","2034",27010,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"680","38000","55","2034",7831,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"681","38200","55","2034",1034,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"682","38300","55","2034",34433,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"683","36600","61","2034",7919,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"684","36700","61","2034",7872,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"685","37000","61","2034",35813,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"686","37100","61","2034",31746,"Ind Industry Forecast","Bakersfield, CA Metro "
"687","37200","61","2034",49812,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"688","37300","61","2034",10378,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"689","37400","61","2034",143802,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"690","37500","61","2034",118576,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"691","37700","61","2034",19416,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"692","37800","61","2034",268458,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"693","38000","61","2034",178217,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"694","38100","61","2034",7870,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"695","38200","61","2034",45092,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"696","38300","61","2034",918027,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"697","36600","62","2034",18143,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"698","36700","62","2034",9908,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"699","37000","62","2034",52925,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"700","37100","62","2034",47139,"Ind Industry Forecast","Bakersfield, CA Metro "
"701","37200","62","2034",73909,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"702","37300","62","2034",30188,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"703","37400","62","2034",243722,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"704","37500","62","2034",187222,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"705","37700","62","2034",52595,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"706","37800","62","2034",505875,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"707","38000","62","2034",250794,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"708","38100","62","2034",12844,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"709","38200","62","2034",59457,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"710","38300","62","2034",1497954,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"711","36600","71","2034",3816,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"712","36700","71","2034",2573,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"713","37000","71","2034",5455,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"714","37100","71","2034",5733,"Ind Industry Forecast","Bakersfield, CA Metro "
"715","37200","71","2034",8922,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"716","37300","71","2034",3476,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"717","37400","71","2034",39915,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"718","37500","71","2034",29005,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"719","37700","71","2034",7949,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"720","37800","71","2034",80739,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"721","38000","71","2034",61621,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"722","38100","71","2034",774,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"723","38200","71","2034",10306,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"724","38300","71","2034",326824,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"725","36600","72","2034",6609,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"726","36700","72","2034",7718,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"727","37000","72","2034",31731,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"728","37100","72","2034",34068,"Ind Industry Forecast","Bakersfield, CA Metro "
"729","37200","72","2034",40006,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"730","37300","72","2034",11145,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"731","37400","72","2034",127598,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"732","37500","72","2034",115602,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"733","37700","72","2034",31993,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"734","37800","72","2034",298781,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"735","38000","72","2034",178491,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"736","38100","72","2034",8960,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"737","38200","72","2034",43934,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"738","38300","72","2034",897965,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"739","36600","81","2034",4516,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"740","36700","81","2034",3532,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"741","37000","81","2034",14636,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"742","37100","81","2034",15590,"Ind Industry Forecast","Bakersfield, CA Metro "
"743","37200","81","2034",9275,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"744","37300","81","2034",4482,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"745","37400","81","2034",71310,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"746","37500","81","2034",48816,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"747","37700","81","2034",15442,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"748","37800","81","2034",143136,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"749","38000","81","2034",74659,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"750","38100","81","2034",4910,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"751","38200","81","2034",17421,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"752","38300","81","2034",506593,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"753","36600","92","2034",8085,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"754","36700","92","2034",4538,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"755","37000","92","2034",19033,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"756","37100","92","2034",31187,"Ind Industry Forecast","Bakersfield, CA Metro "
"757","37200","92","2034",37772,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"758","37300","92","2034",10110,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"759","37400","92","2034",162782,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"760","37500","92","2034",39846,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"761","37700","92","2034",15332,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"762","37800","92","2034",160047,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"763","38000","92","2034",111833,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"764","38100","92","2034",12154,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"765","38200","92","2034",28852,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"766","38300","92","2034",447827,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"767","36600","99","2034",NA,"Ind Industry Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"768","36700","99","2034",NA,"Ind Industry Forecast","Eureka-Arcata-Fortuna, CA Micro "
"769","37000","99","2034",NA,"Ind Industry Forecast","Merced, Modesto Metro PLUS"
"770","37100","99","2034",NA,"Ind Industry Forecast","Bakersfield, CA Metro "
"771","37200","99","2034",NA,"Ind Industry Forecast","Fresno, CA Metro PLUS"
"772","37300","99","2034",NA,"Ind Industry Forecast","Yuba City-Marysville, CA PLUS "
"773","37400","99","2034",NA,"Ind Industry Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"774","37500","99","2034",NA,"Ind Industry Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"775","37700","99","2034",NA,"Ind Industry Forecast","Santa Rosa-Petaluma, CA Metro "
"776","37800","99","2034",NA,"Ind Industry Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"777","38000","99","2034",NA,"Ind Industry Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"778","38100","99","2034",NA,"Ind Industry Forecast","Yuma, AZ Metro El Centro Metro"
"779","38200","99","2034",NA,"Ind Industry Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"780","38300","99","2034",NA,"Ind Industry Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"781","38300","21","2014",10372,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"782","38200","21","2014",2215,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"783","38000","21","2014",610,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"784","37800","21","2014",3364,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"785","37700","21","2014",97,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"786","37500","21","2014",573,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"787","37400","21","2014",1211,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"788","37300","21","2014",317,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"789","37200","21","2014",258,"Ind Age Forecast","Fresno, CA Metro PLUS"
"790","37100","21","2014",17994,"Ind Age Forecast","Bakersfield, CA Metro "
"791","37000","21","2014",362,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"792","36600","21","2014",326,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"793","38300","22","2014",64988,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"794","38200","22","2014",4849,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"795","38100","22","2014",2610,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"796","38000","22","2014",10829,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"797","37800","22","2014",22041,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"798","37700","22","2014",1989,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"799","37500","22","2014",6077,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"800","37400","22","2014",13519,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"801","37300","22","2014",1353,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"802","37200","22","2014",1968,"Ind Age Forecast","Fresno, CA Metro PLUS"
"803","37100","22","2014",3450,"Ind Age Forecast","Bakersfield, CA Metro "
"804","37000","22","2014",3274,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"805","36700","22","2014",580,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"806","36600","22","2014",651,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"807","38300","23","2014",551411,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"808","38200","23","2014",20811,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"809","38100","23","2014",1732,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"810","38000","23","2014",92189,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"811","37800","23","2014",148816,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"812","37700","23","2014",20959,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"813","37500","23","2014",60302,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"814","37400","23","2014",99935,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"815","37300","23","2014",6319,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"816","37200","23","2014",14744,"Ind Age Forecast","Fresno, CA Metro PLUS"
"817","37100","23","2014",26361,"Ind Age Forecast","Bakersfield, CA Metro "
"818","37000","23","2014",22899,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"819","36700","23","2014",4928,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"820","36600","23","2014",7075,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"821","38300","33","2014",955199,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"822","38200","33","2014",24139,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"823","38100","33","2014",4051,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"824","38000","33","2014",138606,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"825","37800","33","2014",226743,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"826","37700","33","2014",27014,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"827","37500","33","2014",195294,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"828","37400","33","2014",98121,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"829","37300","33","2014",6242,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"830","37200","33","2014",22950,"Ind Age Forecast","Fresno, CA Metro PLUS"
"831","37100","33","2014",21228,"Ind Age Forecast","Bakersfield, CA Metro "
"832","37000","33","2014",43676,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"833","36700","33","2014",4094,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"834","36600","33","2014",3477,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"835","38300","42","2014",315503,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"836","38200","42","2014",7498,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"837","38100","42","2014",3093,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"838","38000","42","2014",36608,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"839","37800","42","2014",68211,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"840","37700","42","2014",7733,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"841","37500","42","2014",25390,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"842","37400","42","2014",36658,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"843","37300","42","2014",1859,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"844","37200","42","2014",8990,"Ind Age Forecast","Fresno, CA Metro PLUS"
"845","37100","42","2014",10321,"Ind Age Forecast","Bakersfield, CA Metro "
"846","37000","42","2014",14563,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"847","36700","42","2014",1085,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"848","36600","42","2014",1187,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"849","38300","44","2014",1037683,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"850","38200","44","2014",41527,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
