code,XHPIN1_CA001,XHPIN1_CA003,XHPIN1_CA005,XHPIN1_CA007,XHPIN1_CA009,XHPIN1_CA011,XHPIN1_CA013,XHPIN1_CA015,XHPIN1_CA017,XHPIN1_CA019,XHPIN1_CA021,XHPIN1_CA023,XHPIN1_CA025,XHPIN1_CA027,XHPIN1_CA029,XHPIN1_CA031,XHPIN1_CA033,XHPIN1_CA035,XHPIN1_CA037,XHPIN1_CA039,XHPIN1_CA041,XHPIN1_CA043,XHPIN1_CA045,XHPIN1_CA047,XHPIN1_CA049,XHPIN1_CA051,XHPIN1_CA053,XHPIN1_CA055,XHPIN1_CA057,XHPIN1_CA059,XHPIN1_CA061,XHPIN1_CA063,XHPIN1_CA065,XHPIN1_CA067,XHPIN1_CA069,XHPIN1_CA071,XHPIN1_CA073,XHPIN1_CA075,XHPIN1_CA077,XHPIN1_CA079,XHPIN1_CA081,XHPIN1_CA083,XHPIN1_CA085,XHPIN1_CA087,XHPIN1_CA089,XHPIN1_CA091,XHPIN1_CA093,XHPIN1_CA095,XHPIN1_CA097,XHPIN1_CA099,XHPIN1_CA101,XHPIN1_CA103,XHPIN1_CA105,XHPIN1_CA107,XHPIN1_CA109,XHPIN1_CA111,XHPIN1_CA113,XHPIN1_CA115,XHPIN2_CA001,XHPIN2_CA003,XHPIN2_CA005,XHPIN2_CA007,XHPIN2_CA009,XHPIN2_CA011,XHPIN2_CA013,XHPIN2_CA015,XHPIN2_CA017,XHPIN2_CA019,XHPIN2_CA021,XHPIN2_CA023,XHPIN2_CA025,XHPIN2_CA027,XHPIN2_CA029,XHPIN2_CA031,XHPIN2_CA033,XHPIN2_CA035,XHPIN2_CA037,XHPIN2_CA039,XHPIN2_CA041,XHPIN2_CA043,XHPIN2_CA045,XHPIN2_CA047,XHPIN2_CA049,XHPIN2_CA051,XHPIN2_CA053,XHPIN2_CA055,XHPIN2_CA057,XHPIN2_CA059,XHPIN2_CA061,XHPIN2_CA063,XHPIN2_CA065,XHPIN2_CA067,XHPIN2_CA069,XHPIN2_CA071,XHPIN2_CA073,XHPIN2_CA075,XHPIN2_CA077,XHPIN2_CA079,XHPIN2_CA081,XHPIN2_CA083,XHPIN2_CA085,XHPIN2_CA087,XHPIN2_CA089,XHPIN2_CA091,XHPIN2_CA093,XHPIN2_CA095,XHPIN2_CA097,XHPIN2_CA099,XHPIN2_CA101,XHPIN2_CA103,XHPIN2_CA105,XHPIN2_CA107,XHPIN2_CA109,XHPIN2_CA111,XHPIN2_CA113,XHPIN2_CA115,XHPIN3_CA001,XHPIN3_CA003,XHPIN3_CA005,XHPIN3_CA007,XHPIN3_CA009,XHPIN3_CA011,XHPIN3_CA013,XHPIN3_CA015,XHPIN3_CA017,XHPIN3_CA019,XHPIN3_CA021,XHPIN3_CA023,XHPIN3_CA025,XHPIN3_CA027,XHPIN3_CA029,XHPIN3_CA031,XHPIN3_CA033,XHPIN3_CA035,XHPIN3_CA037,XHPIN3_CA039,XHPIN3_CA041,XHPIN3_CA043,XHPIN3_CA045,XHPIN3_CA047,XHPIN3_CA049,XHPIN3_CA051,XHPIN3_CA053,XHPIN3_CA055,XHPIN3_CA057,XHPIN3_CA059,XHPIN3_CA061,XHPIN3_CA063,XHPIN3_CA065,XHPIN3_CA067,XHPIN3_CA069,XHPIN3_CA071,XHPIN3_CA073,XHPIN3_CA075,XHPIN3_CA077,XHPIN3_CA079,XHPIN3_CA081,XHPIN3_CA083,XHPIN3_CA085,XHPIN3_CA087,XHPIN3_CA089,XHPIN3_CA091,XHPIN3_CA093,XHPIN3_CA095,XHPIN3_CA097,XHPIN3_CA099,XHPIN3_CA101,XHPIN3_CA103,XHPIN3_CA105,XHPIN3_CA107,XHPIN3_CA109,XHPIN3_CA111,XHPIN3_CA113,XHPIN3_CA115,XHPIN5_CA001,XHPIN5_CA003,XHPIN5_CA005,XHPIN5_CA007,XHPIN5_CA009,XHPIN5_CA011,XHPIN5_CA013,XHPIN5_CA015,XHPIN5_CA017,XHPIN5_CA019,XHPIN5_CA021,XHPIN5_CA023,XHPIN5_CA025,XHPIN5_CA027,XHPIN5_CA029,XHPIN5_CA031,XHPIN5_CA033,XHPIN5_CA035,XHPIN5_CA037,XHPIN5_CA039,XHPIN5_CA041,XHPIN5_CA043,XHPIN5_CA045,XHPIN5_CA047,XHPIN5_CA049,XHPIN5_CA051,XHPIN5_CA053,XHPIN5_CA055,XHPIN5_CA057,XHPIN5_CA059,XHPIN5_CA061,XHPIN5_CA063,XHPIN5_CA065,XHPIN5_CA067,XHPIN5_CA069,XHPIN5_CA071,XHPIN5_CA073,XHPIN5_CA075,XHPIN5_CA077,XHPIN5_CA079,XHPIN5_CA081,XHPIN5_CA083,XHPIN5_CA085,XHPIN5_CA087,XHPIN5_CA089,XHPIN5_CA091,XHPIN5_CA093,XHPIN5_CA095,XHPIN5_CA097,XHPIN5_CA099,XHPIN5_CA101,XHPIN5_CA103,XHPIN5_CA105,XHPIN5_CA107,XHPIN5_CA109,XHPIN5_CA111,XHPIN5_CA113,XHPIN5_CA115,XHPIN4_CA001,XHPIN4_CA003,XHPIN4_CA005,XHPIN4_CA007,XHPIN4_CA009,XHPIN4_CA011,XHPIN4_CA013,XHPIN4_CA015,XHPIN4_CA017,XHPIN4_CA019,XHPIN4_CA021,XHPIN4_CA023,XHPIN4_CA025,XHPIN4_CA027,XHPIN4_CA029,XHPIN4_CA031,XHPIN4_CA033,XHPIN4_CA035,XHPIN4_CA037,XHPIN4_CA039,XHPIN4_CA041,XHPIN4_CA043,XHPIN4_CA045,XHPIN4_CA047,XHPIN4_CA049,XHPIN4_CA051,XHPIN4_CA053,XHPIN4_CA055,XHPIN4_CA057,XHPIN4_CA059,XHPIN4_CA061,XHPIN4_CA063,XHPIN4_CA065,XHPIN4_CA067,XHPIN4_CA069,XHPIN4_CA071,XHPIN4_CA073,XHPIN4_CA075,XHPIN4_CA077,XHPIN4_CA079,XHPIN4_CA081,XHPIN4_CA083,XHPIN4_CA085,XHPIN4_CA087,XHPIN4_CA089,XHPIN4_CA091,XHPIN4_CA093,XHPIN4_CA095,XHPIN4_CA097,XHPIN4_CA099,XHPIN4_CA101,XHPIN4_CA103,XHPIN4_CA105,XHPIN4_CA107,XHPIN4_CA109,XHPIN4_CA111,XHPIN4_CA113,XHPIN4_CA115
8/31/2008,50,2,4,46,9,1,65,3,22,94,0,20,6,3,131,13,16,6,273,13,7,4,13,3,1,0,5,16,26,58,85,2,234,157,1,132,213,3,45,28,50,14,73,23,21,0,8,28,34,14,4,9,2,101,5,17,34,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,2,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,0,0,0,0,0,14,0,0,0,0,0,4,3,0,0,11,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,58,0,0,21,0,0,108,6,0,0,436,26,0,5,119,0,198,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,78,0,0,0,0,0,0,0,14,0,2,0,0,0,4,3,0,10,13,10,0,0,0,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2008,74,3,10,46,13,0,77,6,56,141,0,27,26,2,128,18,13,5,264,13,22,2,15,8,1,3,20,13,17,110,101,7,226,129,3,132,183,2,62,20,24,19,100,7,23,3,10,11,36,34,10,6,2,88,5,23,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,4,2,42,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,80,0,0,0,0,64,0,0,0,624,0,9,0,0,0,0,0,0,0,0,174,6,0,127,357,0,0,110,52,0,0,0,12,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,7,2,0,0,0,4,2,42,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0
10/31/2008,88,0,8,34,7,0,89,5,28,147,0,15,3,0,92,22,10,5,191,25,9,4,10,9,1,1,16,23,11,112,120,8,327,121,4,128,163,10,54,21,28,15,94,13,52,1,2,32,31,19,9,7,2,63,5,15,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,2,0,0,6,0,0,0,2,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,71,0,0,5,0,0,0,0,0,16,0,0,24,0,160,72,23,0,1005,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,65,21,0,0,0,71,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,0,39,0,0,0,0,0,0,0,2,0,0,6,0,0,9,2,0,12,4,10,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
11/30/2008,34,0,1,48,5,1,47,1,24,88,10,16,6,1,44,10,8,6,188,19,6,4,6,3,0,0,7,9,5,45,61,5,145,130,0,50,90,3,35,34,14,10,32,9,9,0,6,21,26,22,5,3,0,50,5,29,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,0,0,88,0,0,0,0,0,476,0,0,0,0,0,20,0,0,57,0,0,1339,0,0,0,0,0,0,0,0,0,0,144,55,0,26,201,0,299,146,68,0,0,9,0,0,26,79,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,30,0,0
12/31/2008,58,0,4,41,11,0,26,3,12,98,2,13,16,0,83,20,2,1,229,6,13,2,10,28,0,2,8,5,10,70,52,5,133,217,16,159,97,3,42,37,13,12,80,11,31,0,8,20,43,20,10,7,0,65,2,15,49,7,8,0,0,0,0,0,2,0,0,0,0,0,0,0,56,0,2,0,24,0,0,0,0,124,0,0,0,0,0,10,0,0,6,2,0,4,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,44,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,40,6,0,0,0,0,0,576,0,0,0,0,0,0,0,0,7,0,5,0,0,391,39,0,0,34,306,0,0,0,0,747,0,77,0,0,0,0,0,0,0,0,48,0,29,0,0,14,0,0,0,0,0,2,0,0,44,0,8,0,0,56,0,2,0,27,3,0,0,0,124,0,0,0,3,0,10,0,0,10,2,0,4,6,2,0,0,0,0,22,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0
1/31/2009,31,0,4,27,1,0,42,0,18,112,4,3,18,0,86,14,3,1,134,2,3,2,8,2,0,0,7,2,7,66,74,1,161,37,0,58,81,0,51,18,13,11,30,6,10,0,3,4,14,16,1,1,1,46,4,10,21,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,20,6,0,254,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,15,0,0,12,9,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
2/28/2009,52,1,3,28,3,0,41,4,23,139,1,5,17,0,76,3,3,0,158,5,2,2,7,3,0,0,5,8,2,54,47,0,116,33,0,96,73,1,30,17,8,12,18,3,14,1,3,24,21,11,8,3,0,78,5,17,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,194,0,0,0,0,0,0,0,0,0,0,0,6,0,80,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,12,0,102,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,71,0,0,0,0,0,0,0,3,0,0,2,0,0,8,0,0,0,13,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0
3/31/2009,62,0,1,21,2,0,63,1,12,227,0,11,9,0,93,22,3,2,153,6,6,3,6,3,1,0,4,2,8,114,81,2,285,89,5,77,143,1,34,15,33,8,33,4,17,1,4,16,39,18,0,9,5,91,3,27,24,21,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,2,0,10,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,34,0,0,0,72,0,0,0,0,0,0,0,379,0,82,0,0,0,0,0,32,0,0,0,0,0,18,0,0,96,374,0,0,0,208,5,18,0,0,0,0,0,64,0,0,0,0,56,0,10,0,0,9,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,67,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,8,0,0,2,0,13,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
4/30/2009,71,2,16,36,12,0,78,6,12,156,1,12,26,0,119,22,8,2,186,12,7,0,11,11,0,1,2,26,8,110,107,5,360,88,4,185,227,1,78,33,16,12,51,11,16,0,8,18,49,24,4,8,3,78,6,21,16,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,30,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,18,0,0,0,0,0,0,0,32,0,0,4,0,0,4,12,0,3,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,36,0,0,0,0,0,0,0,0,0,0,265,156,0,72,0,0,6,146,15,0,0,128,7,0,0,0,0,0,0,7,0,0,0,0,0,0,9,62,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,48,0,0,0,0,0,0,0,40,0,0,4,0,0,4,12,0,3,47,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0
5/31/2009,45,0,2,15,7,5,111,1,23,217,1,11,17,1,120,16,5,0,206,9,5,2,10,3,3,1,8,14,9,141,125,1,303,53,3,177,195,3,55,16,10,10,34,12,19,0,10,42,26,30,2,8,5,119,2,25,21,19,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,315,0,0,0,0,0,0,0,0,0,0,37,6,0,0,0,0,6,26,0,0,48,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,11,7,0,2,0,0,0,0,0,0,0,0,0,2,6,0,12,0,2
6/30/2009,62,2,1,26,6,2,123,4,8,214,1,15,20,0,178,19,5,4,243,6,2,5,11,15,2,1,7,7,14,203,159,6,394,125,1,143,217,7,95,45,15,14,77,12,15,0,7,91,48,39,3,11,3,99,2,32,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,4,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,14,0,0,161,55,0,12,9,0,10,120,7,0,0,43,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,6,4,0,2,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
7/31/2009,44,0,7,30,4,2,72,1,9,187,0,23,13,1,134,18,4,2,177,7,9,6,6,21,2,0,10,10,10,66,59,5,302,104,6,135,151,2,66,37,23,18,63,10,21,0,5,58,22,15,2,6,3,93,2,23,27,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,2,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,65,6,0,17,0,0,159,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,23,2,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,3,0,0,0,2,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2009,110,2,4,41,6,4,74,3,16,175,1,17,7,0,218,11,8,3,182,2,13,3,8,4,1,1,17,1,10,91,123,3,259,75,2,98,99,0,83,24,14,14,109,13,22,0,5,71,18,16,6,9,3,83,5,17,17,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,43,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,15,6,0,85,14,0,60,0,18,0,0,0,0,89,0,0,0,0,0,0,65,0,0,0,0,0,15,0,0,4,0,0,0,0,0,4,0,0,3,0,12,0,0,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0
9/30/2009,68,0,2,20,2,0,129,2,16,142,0,10,0,0,345,7,8,2,156,6,8,1,17,7,4,2,21,14,9,117,58,9,300,59,0,121,137,2,67,30,34,28,42,9,11,0,3,47,62,16,8,2,3,71,3,12,14,12,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,2,0,12,0,0,0,0,0,6,4,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,14,6,0,6,0,0,175,264,20,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,35,0,0,0,2,0,0,0,0,2,0,12,0,0,8,0,0,6,4,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2009,57,0,6,27,6,1,119,1,10,141,8,24,17,0,141,14,2,0,179,5,5,1,11,4,2,0,28,9,15,146,76,1,286,71,1,131,174,1,65,17,12,21,67,11,24,1,6,56,23,21,5,5,1,64,2,5,28,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,68,4,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,205,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,0,155,6,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,24,0,0,0,0,0,0,0,6,0,0,21,0,0,12,0,0,68,4,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2009,83,0,9,15,6,1,99,3,4,142,2,16,35,0,52,25,5,1,131,3,2,1,12,5,1,0,8,10,4,97,75,1,273,70,4,99,97,1,70,25,19,17,73,8,15,1,7,50,23,17,7,7,0,72,3,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0,4,0,0,10,0,0,6,10,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,36,0,0,12,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,20,6,0,60,0,0,227,38,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,4,0,40,0,0,22,4,0,6,14,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2009,117,0,2,22,3,0,87,2,9,406,0,13,4,1,114,17,3,1,226,5,3,0,5,9,0,0,1,23,7,171,72,2,392,77,14,121,192,2,79,33,39,17,70,8,33,1,1,82,14,23,3,9,2,91,14,39,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,11,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,12,0,0,64,0,0,0,0,0,0,0,0,25,0,15,0,0,0,0,0,0,0,0,71,0,0,58,14,0,29,77,96,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,0,0,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,4,17,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2010,60,0,0,18,1,1,42,5,10,82,0,13,1,0,164,25,1,1,155,4,2,6,6,14,2,0,18,5,3,88,161,2,287,56,3,117,218,1,64,18,15,23,54,12,6,0,3,43,15,11,3,6,2,83,2,18,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,8,0,0,16,0,0,11,0,0,0,0,0,9,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,136,0,0,0,0,73,0,0,0,113,72,0,0,0,56,0,0,65,0,0,0,0,0,76,115,0,0,67,0,0,0,0,56,9,0,0,0,0,0,53,68,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2,0,8,0,0,16,0,0,23,0,0,0,0,0,19,0,0,0,0,0,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
